time,average_temperature(°C),average_humidity(%),average_co2(ppm),average_illumination(lux)
2024-04-24 18:00:00,25.120786516853933,38.80992509363296,829.3666666666667,66.82222222222222
2024-04-24 19:00:00,24.804629629629627,38.230555555555554,651.4444444444445,67.05555555555556
2024-04-24 20:00:00,24.399074074074072,39.075,620.8555555555556,66.96666666666667
2024-04-24 21:00:00,24.197752808988763,39.905430711610485,598.6055555555556,67.02222222222223
2024-04-24 22:00:00,24.017222222222223,40.43611111111111,604.938888888889,66.91111111111111
2024-04-24 23:00:00,23.85262172284644,40.54213483146067,585.5666666666667,67.03333333333333
2024-04-25 00:00:00,23.544569288389514,40.890449438202246,536.3555555555555,0.6888888888888889
2024-04-25 01:00:00,23.367602996254682,41.34176029962546,514.2944444444445,0.0
2024-04-25 02:00:00,23.244259259259263,41.92407407407407,513.2833333333333,0.0
2024-04-25 03:00:00,23.19526515151515,42.109848484848484,510.81111111111113,0.0
2024-04-25 04:00:00,23.106296296296296,42.47685185185185,514.4833333333333,0.0
2024-04-25 05:00:00,23.04722222222222,42.50370370370371,514.6055555555555,0.02222222222222222
2024-04-25 06:00:00,23.034831460674155,42.502808988764045,514.8555555555555,12.261111111111111
2024-04-25 07:00:00,23.07602996254682,42.55992509363296,523.3888888888889,50.4
2024-04-25 08:00:00,23.256554307116108,42.96067415730337,538.6611111111112,55.016666666666666
2024-04-25 09:00:00,23.609550561797754,43.69569288389513,726.2333333333333,66.36666666666666
2024-04-25 10:00:00,23.863483146067416,42.72565543071161,786.3722222222223,66.61666666666666
2024-04-25 11:00:00,24.45187265917603,41.829588014981276,841.661111111111,66.38888888888889
2024-04-25 12:00:00,24.40674157303371,40.397940074906366,611.4833333333333,66.66666666666667
2024-04-25 13:00:00,24.59681647940075,42.762172284644194,1096.872222222222,65.71111111111111
2024-04-25 14:00:00,25.160674157303372,44.2940074906367,1427.0833333333333,65.59444444444445
2024-04-25 15:00:00,25.23464419475655,44.41198501872659,1265.9444444444446,69.63333333333334
2024-04-25 16:00:00,24.692222222222224,46.03240740740741,1361.4055555555556,69.6
2024-04-25 17:00:00,24.520411985018725,46.662921348314605,1384.4444444444446,66.58888888888889
2024-04-25 18:00:00,24.34681647940075,47.64232209737828,1235.372222222222,65.87777777777778
2024-04-25 19:00:00,24.303370786516854,46.561797752808985,932.6388888888889,68.71111111111112
2024-04-25 20:00:00,24.250374531835206,45.6816479400749,830.3555555555556,68.68888888888888
2024-04-25 21:00:00,24.061048689138577,45.495318352059925,745.8444444444444,68.17777777777778
2024-04-25 22:00:00,23.82116104868914,46.062734082397,670.8555555555556,6.9
2024-04-25 23:00:00,23.54063670411985,46.24531835205992,628.3166666666667,43.6
2024-04-26 00:00:00,23.42911877394636,46.12547892720306,606.911111111111,0.0
2024-04-26 01:00:00,23.269101123595508,46.38202247191011,581.6777777777777,0.0
2024-04-26 02:00:00,23.123782771535584,46.3876404494382,568.5222222222222,0.0
2024-04-26 03:00:00,22.97740740740741,46.705555555555556,564.0666666666667,0.0
2024-04-26 04:00:00,22.86498127340824,46.92602996254682,554.2888888888889,0.0
2024-04-26 05:00:00,22.810185185185183,47.55555555555556,551.6444444444444,0.0
2024-04-26 06:00:00,22.767962962962965,47.99537037037037,552.1222222222223,1.6666666666666667
2024-04-26 07:00:00,22.72996254681648,48.401685393258425,562.2444444444444,5.188888888888888
2024-04-26 08:00:00,22.737265917602997,49.39325842696629,586.6666666666666,45.544444444444444
2024-04-26 09:00:00,22.823970037453186,50.646067415730336,908.6666666666666,65.83888888888889
2024-04-26 10:00:00,23.492407407407406,51.510185185185186,1258.1555555555556,65.4888888888889
2024-04-26 11:00:00,24.27640449438202,50.917602996254686,1381.2222222222222,64.66666666666667
2024-04-26 12:00:00,24.203370786516853,48.325842696629216,1049.6,65.21666666666667
2024-04-26 13:00:00,23.971296296296295,49.33611111111111,1151.5222222222221,66.46666666666667
