time,total_power(Wh),total_power_usage(Kwh)
2024-04-18 21:00:00,81406.0,2.6999999999999886
2024-04-18 22:00:00,64230.0,2.150000000000034
2024-04-18 23:00:00,52159.0,1.75
2024-04-19 00:00:00,4479.0,0.19999999999998863
2024-04-19 01:00:00,4981.0,0.10000000000002274
2024-04-19 02:00:00,4319.5,0.19999999999998863
2024-04-19 03:00:00,4517.5,0.0999999999999659
2024-04-19 04:00:00,7093.0,0.30000000000001137
2024-04-19 05:00:00,3866.5,0.10000000000002274
2024-04-19 06:00:00,3220.0,0.0999999999999659
2024-04-19 07:00:00,34110.0,1.0500000000000114
2024-04-19 08:00:00,123122.5,4.150000000000034
2024-04-19 09:00:00,132898.0,4.449999999999989
2024-04-19 10:00:00,108311.5,3.599999999999966
2024-04-19 11:00:00,124831.0,4.100000000000023
2024-04-19 12:00:00,88067.5,2.8999999999999773
2024-04-19 13:00:00,87794.0,2.9500000000000455
2024-04-19 14:00:00,101952.0,3.3999999999999773
2024-04-19 15:00:00,87427.0,2.9499999999999886
2024-04-19 16:00:00,85249.5,2.8500000000000227
2024-04-19 17:00:00,86336.5,2.849999999999966
2024-04-19 18:00:00,93591.0,3.150000000000034
2024-04-19 19:00:00,79960.0,2.6999999999999886
2024-04-19 20:00:00,81639.5,2.6999999999999886
2024-04-19 21:00:00,70338.5,2.400000000000034
2024-04-19 22:00:00,89554.5,2.9499999999999886
2024-04-19 23:00:00,51115.0,1.75
2024-04-20 00:00:00,4291.0,0.19999999999998863
2024-04-20 01:00:00,3061.0,0.10000000000002274
2024-04-20 02:00:00,4850.5,0.0999999999999659
2024-04-20 03:00:00,6576.5,0.19999999999998863
2024-04-20 04:00:00,2189.5,0.10000000000002274
2024-04-20 05:00:00,6636.5,0.19999999999998863
2024-04-20 06:00:00,5071.5,0.19999999999998863
2024-04-20 07:00:00,2761.5,0.10000000000002274
2024-04-20 08:00:00,7177.5,0.19999999999998863
2024-04-20 09:00:00,4243.0,0.19999999999998863
2024-04-20 10:00:00,4055.0,0.10000000000002274
2024-04-20 11:00:00,6983.0,0.30000000000001137
2024-04-20 12:00:00,2381.0,0.0
2024-04-20 13:00:00,6230.0,0.19999999999998863
2024-04-20 14:00:00,6014.5,0.19999999999998863
2024-04-20 15:00:00,2399.0,0.10000000000002274
2024-04-20 16:00:00,6740.5,0.19999999999998863
2024-04-20 17:00:00,41138.5,1.3999999999999773
2024-04-20 18:00:00,44813.0,1.5
2024-04-20 19:00:00,33458.0,1.1000000000000227
2024-04-20 20:00:00,38121.5,1.3000000000000114
2024-04-20 21:00:00,38950.0,1.3000000000000114
2024-04-20 22:00:00,42613.0,1.3999999999999773
2024-04-20 23:00:00,38140.0,1.3000000000000114
2024-04-21 00:00:00,37866.5,1.25
2024-04-21 01:00:00,21309.5,0.75
2024-04-21 02:00:00,2337.0,0.0999999999999659
2024-04-21 03:00:00,5928.5,0.20000000000004547
2024-04-21 04:00:00,6227.0,0.19999999999998863
2024-04-21 05:00:00,3193.0,0.0999999999999659
2024-04-21 06:00:00,4876.5,0.10000000000002274
2024-04-21 07:00:00,6429.5,0.30000000000001137
2024-04-21 08:00:00,4478.5,0.0999999999999659
2024-04-21 09:00:00,4984.0,0.20000000000004547
2024-04-21 10:00:00,4894.0,0.0999999999999659
2024-04-21 11:00:00,4508.0,0.19999999999998863
2024-04-21 12:00:00,6395.5,0.20000000000004547
2024-04-21 13:00:00,26326.5,0.8999999999999773
2024-04-21 14:00:00,14611.5,0.39999999999997726
2024-04-21 15:00:00,60791.0,2.0500000000000114
2024-04-21 16:00:00,55557.5,1.8500000000000227
2024-04-21 17:00:00,52146.0,1.6999999999999886
2024-04-21 18:00:00,59969.5,2.0
2024-04-21 19:00:00,23780.5,0.8000000000000114
2024-04-21 20:00:00,2490.0,0.0999999999999659
2024-04-21 21:00:00,2977.0,0.10000000000002274
2024-04-21 22:00:00,7267.5,0.19999999999998863
2024-04-21 23:00:00,4847.0,0.19999999999998863
2024-04-22 00:00:00,8747.0,0.30000000000001137
2024-04-22 01:00:00,6687.0,0.19999999999998863
2024-04-22 02:00:00,6468.0,0.20000000000004547
2024-04-22 03:00:00,2237.5,0.0999999999999659
2024-04-22 04:00:00,6706.5,0.19999999999998863
2024-04-22 05:00:00,4991.5,0.20000000000004547
2024-04-22 06:00:00,2621.5,0.0999999999999659
2024-04-22 07:00:00,7719.5,0.19999999999998863
2024-04-22 08:00:00,3734.0,0.20000000000004547
2024-04-22 09:00:00,4248.5,0.0999999999999659
2024-04-22 10:00:00,24521.0,0.75
2024-04-22 11:00:00,72989.5,2.400000000000034
2024-04-22 12:00:00,3050.0,0.14999999999997726
2024-04-22 13:00:00,4414.0,0.19999999999998863
2024-04-22 14:00:00,6445.5,0.19999999999998863
2024-04-22 15:00:00,4389.5,0.10000000000002274
2024-04-22 16:00:00,41902.0,1.3999999999999773
2024-04-22 17:00:00,53887.0,1.8000000000000114
2024-04-22 18:00:00,43506.5,1.5
2024-04-22 19:00:00,1754.0,0.0
2024-04-22 20:00:00,46095.5,1.6000000000000227
2024-04-22 21:00:00,27116.0,0.8999999999999773
2024-04-22 22:00:00,2980.5,0.10000000000002274
2024-04-22 23:00:00,4531.5,0.0999999999999659
2024-04-23 00:00:00,5129.5,0.20000000000004547
2024-04-23 01:00:00,4735.5,0.19999999999998863
2024-04-23 02:00:00,4589.0,0.0999999999999659
2024-04-23 03:00:00,5660.5,0.20000000000004547
2024-04-23 04:00:00,4473.0,0.19999999999998863
2024-04-23 05:00:00,4960.0,0.0999999999999659
2024-04-23 06:00:00,5190.0,0.20000000000004547
2024-04-23 07:00:00,5142.5,0.19999999999998863
2024-04-23 08:00:00,5084.0,0.0999999999999659
2024-04-23 09:00:00,35985.0,1.3000000000000114
2024-04-23 10:00:00,43369.0,1.400000000000034
2024-04-23 11:00:00,44421.0,1.5
2024-04-23 12:00:00,45021.0,1.5
2024-04-23 13:00:00,95555.5,3.1999999999999886
2024-04-23 14:00:00,84677.0,2.8000000000000114
2024-04-23 15:00:00,79485.0,2.6499999999999773
2024-04-23 16:00:00,88619.5,2.8999999999999773
2024-04-23 17:00:00,87877.0,2.9500000000000455
2024-04-23 18:00:00,61476.0,2.099999999999966
2024-04-23 19:00:00,52241.5,1.6999999999999886
2024-04-23 20:00:00,41569.5,1.400000000000034
2024-04-23 21:00:00,44246.0,1.5
2024-04-23 22:00:00,40253.0,1.3000000000000114
2024-04-23 23:00:00,39886.0,1.2999999999999545
2024-04-24 00:00:00,19547.5,0.7000000000000455
2024-04-24 01:00:00,1779.5,0.0999999999999659
2024-04-24 02:00:00,4864.5,0.19999999999998863
2024-04-24 03:00:00,7221.5,0.20000000000004547
2024-04-24 04:00:00,5187.5,0.19999999999998863
2024-04-24 05:00:00,3406.5,0.0999999999999659
2024-04-24 06:00:00,4543.0,0.10000000000002274
2024-04-24 07:00:00,6700.5,0.30000000000001137
2024-04-24 08:00:00,6949.0,0.19999999999998863
2024-04-24 09:00:00,42550.0,1.4499999999999886
2024-04-24 10:00:00,64159.0,2.150000000000034
2024-04-24 11:00:00,3235.5,0.0999999999999659
2024-04-24 12:00:00,4498.5,0.19999999999998863
2024-04-24 13:00:00,55783.5,1.8000000000000114
2024-04-24 14:00:00,72913.0,2.4499999999999886
2024-04-24 15:00:00,65004.5,2.2000000000000455
2024-04-24 16:00:00,51767.0,1.75
2024-04-24 17:00:00,61260.0,2.0
2024-04-24 18:00:00,18562.0,0.6999999999999886
2024-04-24 19:00:00,36533.0,1.1999999999999886
2024-04-24 20:00:00,33124.5,1.1999999999999886
2024-04-24 21:00:00,3269.0,0.10000000000002274
2024-04-24 22:00:00,7194.0,0.19999999999998863
2024-04-24 23:00:00,4535.5,0.19999999999998863
2024-04-25 00:00:00,2730.0,0.0
2024-04-25 01:00:00,6955.0,0.30000000000001137
2024-04-25 02:00:00,6251.5,0.20000000000004547
2024-04-25 03:00:00,2244.5,0.09999999999990905
2024-04-25 04:00:00,5261.0,0.10000000000002274
2024-04-25 05:00:00,7222.5,0.3000000000000682
2024-04-25 06:00:00,6379.0,0.1999999999999318
2024-04-25 07:00:00,2141.5,0.10000000000002274
2024-04-25 08:00:00,5494.0,0.15000000000009095
2024-04-25 09:00:00,36480.0,1.1499999999998636
2024-04-25 10:00:00,53484.0,2.0
2024-04-25 11:00:00,18951.0,0.7000000000000455
2024-04-25 12:00:00,30232.5,1.0
2024-04-25 13:00:00,65736.5,2.2000000000000455
2024-04-25 14:00:00,75792.5,2.466666666666697
2024-04-25 15:00:00,88750.5,2.883333333333212
2024-04-25 16:00:00,88340.5,3.050000000000068
2024-04-25 17:00:00,75576.66666666667,2.449999999999932
2024-04-25 18:00:00,61017.0,2.1000000000001364
2024-04-25 19:00:00,44130.5,1.4499999999999318
2024-04-25 20:00:00,41279.5,1.3999999999999773
2024-04-25 21:00:00,47248.0,1.6000000000000227
2024-04-25 22:00:00,40777.0,1.3500000000000227
2024-04-25 23:00:00,37725.5,1.25
2024-04-26 00:00:00,36295.0,1.1999999999999318
2024-04-26 01:00:00,43191.0,1.4499999999999318
2024-04-26 02:00:00,37303.0,1.2500000000001137
2024-04-26 03:00:00,33852.0,1.1000000000000227
2024-04-26 04:00:00,40019.5,1.3999999999999773
2024-04-26 05:00:00,18182.0,0.6499999999999773
2024-04-26 06:00:00,25877.5,0.75
2024-04-26 07:00:00,19932.5,0.7000000000000455
2024-04-26 08:00:00,24649.0,0.75
2024-04-26 09:00:00,98067.5,3.25
2024-04-26 10:00:00,77024.0,2.5499999999999545
2024-04-26 11:00:00,79975.5,2.7000000000000455
2024-04-26 12:00:00,68606.5,2.2999999999999545
2024-04-26 13:00:00,91817.0,3.0499999999999545
2024-04-26 14:00:00,94232.5,3.1000000000000227
2024-04-26 15:00:00,88828.0,3.0
2024-04-26 16:00:00,93774.5,3.1000000000000227
2024-04-26 17:00:00,81491.0,2.75
2024-04-26 18:00:00,72435.5,2.4500000000000455
2024-04-26 19:00:00,34699.5,1.1499999999998636
2024-04-26 20:00:00,50346.5,1.7500000000001137
2024-04-26 21:00:00,52574.0,1.6999999999999318
2024-04-26 22:00:00,44413.5,1.400000000000091
2024-04-26 23:00:00,41174.0,1.3999999999999773
2024-04-27 00:00:00,35489.0,1.1000000000000227
2024-04-27 01:00:00,31331.0,1.099999999999909
2024-04-27 02:00:00,30579.0,1.1000000000000227
2024-04-27 03:00:00,27100.0,0.8000000000000682
2024-04-27 04:00:00,29103.0,1.0
2024-04-27 05:00:00,27025.5,1.0
2024-04-27 06:00:00,29401.5,1.0
2024-04-27 07:00:00,24596.5,0.7999999999999545
2024-04-27 08:00:00,29531.5,1.1000000000000227
2024-04-27 09:00:00,30183.5,0.9499999999999318
2024-04-27 10:00:00,33368.0,1.25
2024-04-27 11:00:00,45014.0,1.400000000000091
2024-04-27 12:00:00,41531.5,1.3999999999999773
2024-04-27 13:00:00,41619.0,1.3500000000000227
2024-04-27 14:00:00,125270.5,4.2999999999999545
2024-04-27 15:00:00,155805.5,5.149999999999977
2024-04-27 16:00:00,116140.5,3.8500000000000227
2024-04-27 17:00:00,78209.5,2.7000000000000455
2024-04-27 18:00:00,40667.5,1.349999999999909
2024-04-27 19:00:00,38938.5,1.150000000000091
2024-04-27 20:00:00,118327.5,4.0499999999999545
2024-04-27 21:00:00,97689.5,3.25
2024-04-27 22:00:00,84440.0,2.900000000000091
2024-04-27 23:00:00,95453.0,3.099999999999909
2024-04-28 00:00:00,92201.5,3.099999999999909
2024-04-28 01:00:00,79402.0,2.7000000000000455
2024-04-28 02:00:00,83278.5,2.75
2024-04-28 03:00:00,97245.5,3.25
2024-04-28 04:00:00,76139.0,2.5
2024-04-28 05:00:00,77246.0,2.6000000000001364
2024-04-28 06:00:00,76495.5,2.5
2024-04-28 07:00:00,96851.5,3.2999999999999545
2024-04-28 08:00:00,97857.0,3.25
2024-04-28 09:00:00,92461.5,3.1499999999998636
2024-04-28 10:00:00,106038.0,3.550000000000068
2024-04-28 11:00:00,105637.0,3.449999999999932
2024-04-28 12:00:00,98875.0,3.300000000000182
2024-04-28 13:00:00,97529.0,3.199999999999818
2024-04-28 14:00:00,108732.5,3.7000000000000455
2024-04-28 15:00:00,97642.0,3.25
2024-04-28 16:00:00,92001.5,3.1000000000000227
2024-04-28 17:00:00,91535.5,2.8999999999999773
2024-04-28 18:00:00,69755.0,2.400000000000091
2024-04-28 19:00:00,54534.5,1.7999999999999545
2024-04-28 20:00:00,63297.0,2.1000000000000227
2024-04-28 21:00:00,44705.5,1.3999999999999773
2024-04-28 22:00:00,31718.5,1.0
2024-04-28 23:00:00,34054.5,1.2000000000000455
2024-04-29 00:00:00,31261.5,1.099999999999909
2024-04-29 01:00:00,36517.5,1.2000000000000455
2024-04-29 02:00:00,29691.0,0.9500000000000455
2024-04-29 03:00:00,23072.0,0.75
2024-04-29 04:00:00,33194.5,1.0
2024-04-29 05:00:00,27472.0,0.8999999999999773
2024-04-29 06:00:00,31096.0,1.1000000000000227
2024-04-29 07:00:00,25218.0,0.7999999999999545
2024-04-29 08:00:00,18744.5,0.6000000000000227
2024-04-29 09:00:00,87922.5,2.8999999999999773
2024-04-29 10:00:00,84482.5,2.7999999999999545
2024-04-29 11:00:00,65496.0,2.2000000000000455
2024-04-29 12:00:00,60571.0,2.0
2024-04-29 13:00:00,56895.5,1.849999999999909
2024-04-29 14:00:00,62155.0,2.050000000000068
2024-04-29 15:00:00,60511.5,2.050000000000068
2024-04-29 16:00:00,63376.0,2.099999999999909
2024-04-29 17:00:00,63567.0,2.150000000000091
2024-04-29 18:00:00,70276.5,2.2999999999999545
2024-04-29 19:00:00,75482.0,2.5499999999999545
2024-04-29 20:00:00,43745.5,1.5
2024-04-29 21:00:00,44229.5,1.4500000000000455
2024-04-29 22:00:00,44625.0,1.5
2024-04-29 23:00:00,50016.0,1.7000000000000455
2024-04-30 00:00:00,37301.5,1.2999999999999545
2024-04-30 01:00:00,21835.0,0.7000000000000455
2024-04-30 02:00:00,3971.0,0.09999999999990905
2024-04-30 03:00:00,3728.5,0.10000000000002274
2024-04-30 04:00:00,6210.5,0.3000000000000682
2024-04-30 05:00:00,4635.5,0.09999999999990905
2024-04-30 06:00:00,4363.5,0.20000000000004547
2024-04-30 07:00:00,5202.5,0.10000000000002274
2024-04-30 08:00:00,4592.0,0.1999999999999318
2024-04-30 09:00:00,9192.5,0.3000000000000682
2024-04-30 10:00:00,28961.5,1.0
2024-04-30 11:00:00,36873.0,1.1999999999999318
2024-04-30 12:00:00,12914.0,0.4500000000000455
2024-04-30 13:00:00,84757.5,2.75
2024-04-30 14:00:00,97777.0,3.25
2024-04-30 15:00:00,70492.5,2.400000000000091
2024-04-30 16:00:00,71828.0,2.349999999999909
2024-04-30 17:00:00,77562.5,2.6000000000000227
2024-04-30 18:00:00,24160.833333333332,0.7999999999999545
2024-04-30 19:00:00,4451.0,0.20000000000004547
2024-04-30 20:00:00,2199.5,0.0
2024-04-30 21:00:00,6854.5,0.2999999999999545
2024-04-30 22:00:00,5793.0,0.20000000000004547
2024-04-30 23:00:00,32159.0,0.9499999999999318
2024-05-01 00:00:00,106001.0,-55.25
2024-05-01 01:00:00,90245.0,2.7000000000000455
2024-05-01 02:00:00,75390.5,2.5
2024-05-01 03:00:00,1986.5,0.0
2024-05-01 04:00:00,3496.0,0.10000000000002274
2024-05-01 05:00:00,7659.5,0.1999999999999318
2024-05-01 06:00:00,3761.0,0.10000000000002274
2024-05-01 07:00:00,1841.0,0.10000000000002274
2024-05-01 08:00:00,7582.5,0.20000000000004547
2024-05-01 09:00:00,6016.0,0.09999999999990905
2024-05-01 10:00:00,2818.0,0.10000000000002274
2024-05-01 11:00:00,5903.5,0.14999999999997726
2024-05-01 12:00:00,5472.0,0.15000000000009095
2024-05-01 13:00:00,54643.5,1.6999999999999318
2024-05-01 14:00:00,2827.5,0.6000000000000227
2024-05-01 15:00:00,3670.0,0.10000000000002274
2024-05-01 16:00:00,2952.5,0.10000000000002274
2024-05-01 17:00:00,28126.5,0.7999999999999545
2024-05-01 18:00:00,33003.0,1.1000000000000227
2024-05-01 19:00:00,39738.0,1.2999999999999545
2024-05-01 20:00:00,31287.5,1.0
2024-05-01 21:00:00,17475.5,0.5
2024-05-01 22:00:00,16100.5,0.5
2024-05-01 23:00:00,17601.5,0.5
2024-05-02 00:00:00,961.0,0.05000000000006821
