time,ac_in_power(Kwh),ac_out_power(Kwh),automatic_door_power(Kwh)
2024-04-29 18:00:00,0.10000000000000142,2.2499999999998863,0.0
2024-04-29 19:00:00,0.09999999999999432,2.3999999999999773,0.0
2024-04-29 20:00:00,0.10000000000000142,1.400000000000091,0.0
2024-04-29 21:00:00,0.10000000000000142,1.349999999999909,0.09999999999999964
2024-04-29 22:00:00,0.10000000000000142,1.400000000000091,0.0
2024-04-29 23:00:00,0.0,1.6499999999999773,0.0
2024-04-30 00:00:00,0.10000000000000142,1.1000000000000227,0.0
2024-04-30 01:00:00,0.09999999999999432,0.6999999999999318,0.0
2024-04-30 02:00:00,0.0,0.10000000000002274,0.0
2024-04-30 03:00:00,0.0,0.10000000000002274,0.0
2024-04-30 04:00:00,0.0,0.10000000000002274,0.0
2024-04-30 05:00:00,0.10000000000000142,0.1999999999999318,0.0
2024-04-30 06:00:00,0.0,0.10000000000002274,0.0
2024-04-30 07:00:00,0.0,0.10000000000002274,0.0
2024-04-30 08:00:00,0.0,0.10000000000002274,0.09999999999999964
2024-04-30 09:00:00,0.10000000000000142,0.2999999999999545,0.0
2024-04-30 10:00:00,0.0,0.8999999999999773,0.0
2024-04-30 11:00:00,0.10000000000000142,1.2000000000000455,0.0
2024-04-30 12:00:00,0.0,0.35000000000002274,0.0
2024-04-30 13:00:00,0.10000000000000142,2.7000000000000455,0.0
2024-04-30 14:00:00,0.09999999999999432,3.099999999999909,0.0
2024-04-30 15:00:00,0.10000000000000142,2.2999999999999545,0.0
2024-04-30 16:00:00,0.10000000000000142,2.25,0.0
2024-04-30 17:00:00,0.0,2.5,0.09999999999999964
2024-04-30 18:00:00,0.10000000000000142,0.8000000000000682,0.0
2024-04-30 19:00:00,0.0,0.10000000000002274,0.0
2024-04-30 20:00:00,0.10000000000000142,0.0,0.0
2024-04-30 21:00:00,0.0,0.1999999999999318,0.0
2024-04-30 22:00:00,0.0,0.10000000000002274,0.0
2024-04-30 23:00:00,0.09999999999999432,0.8999999999999773,0.0
2024-05-01 00:00:00,0.20000000000000284,3.3999999999999773,0.0
2024-05-01 01:00:00,0.20000000000000284,2.7000000000000455,0.0
2024-05-01 02:00:00,0.09999999999999432,2.5,0.0
2024-05-01 03:00:00,0.10000000000000142,0.0,0.0
2024-05-01 04:00:00,0.0,0.10000000000002274,0.10000000000000142
2024-05-01 05:00:00,0.0,0.1999999999999318,0.0
2024-05-01 06:00:00,0.0,0.10000000000002274,0.0
2024-05-01 07:00:00,0.0,0.10000000000002274,0.0
2024-05-01 08:00:00,0.10000000000000142,0.20000000000004547,0.0
2024-05-01 09:00:00,0.0,0.09999999999990905,0.0
2024-05-01 10:00:00,0.0,0.10000000000002274,0.0
2024-05-01 11:00:00,0.0,0.14999999999997726,0.0
2024-05-01 12:00:00,0.10000000000000142,0.15000000000009095,0.0
2024-05-01 13:00:00,0.0,1.6999999999999318,0.0
2024-05-01 14:00:00,0.0,0.6000000000000227,0.09999999999999964
2024-05-01 15:00:00,0.10000000000000142,0.10000000000002274,0.0
2024-05-01 16:00:00,0.0,0.10000000000002274,0.0
2024-05-01 17:00:00,0.0,0.7999999999999545,0.0
2024-05-01 18:00:00,0.09999999999999432,1.1000000000000227,0.0
2024-05-01 19:00:00,0.0,1.2999999999999545,0.0
2024-05-01 20:00:00,0.0,1.0,0.0
2024-05-01 21:00:00,0.10000000000000142,0.5,0.0
2024-05-01 22:00:00,0.0,0.5,0.0
2024-05-01 23:00:00,0.0,0.5,0.09999999999999964
2024-05-02 00:00:00,0.0,0.05000000000006821,0.0
